stroke_id,mse_raw,mae_raw,mse_bezier,mae_bezier,mse_ml,mae_ml,cont_raw,cont_bezier,cont_ml
44,0.00042241224,0.016025484,0.0007145016738826886,0.021116206488903704,0.00043691235,0.016210433,0.017718133,0.009984905692838244,0.009197238
45,0.0026518493,0.04187013,0.016190927032236752,0.10193775055206981,0.002273659,0.03886572,0.02301746,0.013863521103091305,0.016144615
46,0.0013644937,0.030201372,0.0015073014955828985,0.03276431357219687,0.00051268673,0.017192034,0.020995751,0.00955592205533736,0.009005606
47,0.0028026812,0.041658998,0.0024967822278466074,0.039578249982867936,0.0008456132,0.022662954,0.021392204,0.009299867801855752,0.008221754
48,0.000628778,0.019523704,0.0006288835757702243,0.019687747488450064,0.00055826775,0.018470623,0.019537998,0.009744625260866814,0.009672387
49,0.001306944,0.030409176,0.0012336235840601816,0.029340169144583685,0.0013206291,0.030782163,0.018314434,0.009576806413179302,0.009650761
50,0.0076086204,0.077537864,0.00677220923773692,0.07259508636687624,0.003943123,0.056116495,0.022230657,0.011974155376982275,0.008562643
51,0.005080458,0.05716379,0.005019928842118251,0.05667876494611264,0.0054617315,0.061411224,0.019244943,0.010215015906687398,0.010095266
52,0.005969909,0.06520625,0.005731821311658947,0.06390276360937673,0.0021777323,0.03917462,0.02187737,0.01015261207234174,0.008040016
53,0.0010975,0.02796214,0.0004660490708988884,0.017929795923037933,0.001020074,0.027455797,0.021829704,0.011682850733401967,0.0093325935
54,0.0011169486,0.027311385,0.0015944702735347085,0.03346275007039093,0.001246254,0.029263977,0.01975528,0.010805295957569057,0.009822716
55,0.00044174027,0.01676504,0.0002679390478807322,0.013347327210745398,0.00043189,0.016833605,0.018429376,0.01150040554530171,0.009206117
56,0.0031103515,0.04091718,0.002816764907608827,0.03806068597424337,0.0018991557,0.034470342,0.018846897,0.009298594527349494,0.008170081
57,0.001731985,0.033450726,0.005789866098987219,0.06314727040772314,0.00055382913,0.019742005,0.025144774,0.015411374001784562,0.016317008
58,0.0015769145,0.032198858,0.0022992344028488227,0.03878664262028996,0.0009387804,0.024642128,0.022348352,0.014271732399819033,0.015699157
59,0.0005210325,0.01795519,0.00038905468150920335,0.01545956196836823,0.0008432976,0.023542915,0.019498814,0.009868569244934533,0.008638895
60,0.007192101,0.07508525,0.006035706501233902,0.06943352589398971,0.0057264077,0.0673817,0.02233779,0.011601224179174365,0.010113371
61,0.0018512767,0.034381855,0.0017068614963353479,0.03330299440429785,0.0010756727,0.025233995,0.016445,0.009050353754107737,0.007743341
62,0.0015871971,0.03230799,0.001897359306155823,0.03650849774636852,0.00059288007,0.017484458,0.020548047,0.009745418747498048,0.009509965
63,0.00080691004,0.022818549,0.0005740893853825031,0.01948974441145188,0.0014095583,0.030196354,0.019339375,0.009821096677083007,0.009093678
64,0.00048113312,0.017313886,0.0003750936595886561,0.015839060964810532,0.00062287715,0.019160988,0.02309919,0.011765371514520593,0.010107166
65,0.0014164101,0.029539147,0.0015153570991440113,0.031163539831719073,0.003333894,0.049047105,0.02124502,0.009007682459986349,0.0095718885
66,0.003044791,0.040481653,0.003102206459665125,0.04153914185491625,0.0018110009,0.031977613,0.020196997,0.010092588067133205,0.0075168493
67,0.008586932,0.08284353,0.009709094456716617,0.08836714455043385,0.006676586,0.07310073,0.021200407,0.011835618182205456,0.009380524
68,0.0010342491,0.026058394,0.0015047981587868998,0.032337136343805806,0.0012578066,0.029546611,0.02201083,0.011730871585080795,0.009962326
69,0.00076283846,0.021579139,0.0006693341332020802,0.019834868771812758,0.00035384623,0.015136778,0.017274609,0.008620961902479516,0.0069653317
70,0.001195559,0.027542545,0.0010034604847231456,0.023423980182128372,0.0006332129,0.019284103,0.019499058,0.009779612148362725,0.00854524
71,0.0045404816,0.056359895,0.004679185778524117,0.058353434488755185,0.0035777288,0.048290648,0.02024076,0.00949295115128558,0.008787953
72,0.003917985,0.04908361,0.004169126742911218,0.05066099642839575,0.0028427094,0.046028726,0.022074517,0.010070875970907115,0.0095492145
73,0.0018518041,0.034893315,0.001689424643998424,0.033364392177852496,0.0017303342,0.030766482,0.018829765,0.00933898600526924,0.0075822193
74,0.00054243894,0.01833115,0.00031678323674498826,0.013820741501910955,0.00040650895,0.01625172,0.019004516,0.009361652358336926,0.0090319235
75,0.0020304248,0.038650855,0.0019581351808290962,0.03752330110875342,0.0009456406,0.026028719,0.01790314,0.00856128563446954,0.0076666498
76,0.0036180266,0.04458081,0.0036269156507104947,0.04225917089853773,0.0021352796,0.034549695,0.018012637,0.008439235231587511,0.0067900056
77,0.0034961787,0.05160983,0.003705046394785123,0.053477516178932386,0.00069280795,0.020766333,0.023021884,0.011705958169285892,0.008835803
78,0.0065584164,0.07242529,0.008428538197523552,0.08156119242949618,0.004873091,0.06259568,0.021753846,0.012286961249771421,0.0095783
79,0.0033284868,0.04860157,0.0031486622868573404,0.04775644237712105,0.0018280091,0.03692641,0.020455549,0.009002825089272895,0.0071763573
80,0.0046825483,0.060269143,0.005003185373393503,0.06339609976546084,0.0024765711,0.044926338,0.018863553,0.01100235102931292,0.008961798
81,0.008330306,0.08096726,0.009939962522365392,0.08838836313048995,0.004604711,0.060241867,0.02271971,0.01142823011475798,0.010139763
82,0.008768244,0.08348679,0.011122634530578435,0.09436411689131485,0.006269616,0.07040802,0.021846222,0.011988717475642138,0.009752445
83,0.0035023098,0.05147965,0.0033265350595758384,0.04615900889961944,0.003198082,0.0472969,0.018212354,0.008762601326348218,0.007604349
84,0.00075932394,0.021676937,0.0006977870614948685,0.020433386305956064,0.0012441892,0.026188746,0.01986668,0.01066255335392756,0.009698026
85,0.001760362,0.034654167,0.0014453860330098875,0.03189657978741002,0.0014006239,0.030347614,0.022413414,0.01223705578686832,0.011186576
86,0.01112516,0.09417273,0.009337919229234616,0.08675289090032137,0.007399134,0.076688364,0.02311119,0.012530271753906934,0.009142775
87,0.003530975,0.051888622,0.004169436207039714,0.05754999446772036,0.0014320642,0.032789953,0.020672478,0.011280319937386396,0.008903719
88,0.0018042993,0.034023162,0.0026134100113364934,0.044188863714997,0.001104618,0.02617338,0.020323679,0.010066278983190772,0.009797895
89,0.0017768117,0.035491064,0.0016856434492741657,0.03422741568314765,0.00078616256,0.02161878,0.02078576,0.01035022683625018,0.0087786745
90,0.0027684239,0.04253061,0.002175849202771104,0.03609346829582353,0.0015292958,0.030795783,0.019655803,0.010978974364487455,0.008164434
91,0.004203838,0.057178885,0.004559735255263344,0.06005723512824346,0.002275624,0.041671705,0.018876497,0.010115558178791518,0.008614998
92,0.002604126,0.042961508,0.0025898799995075885,0.04375605085779144,0.0017291307,0.03479074,0.021752587,0.010049155813172249,0.008619686
93,0.0015937565,0.032803416,0.0019422570591776543,0.03522661204720706,0.0021168403,0.036430456,0.018364718,0.01069837578270633,0.009237355
94,0.0042895153,0.053388596,0.004039281301621719,0.0519705921869498,0.0024790757,0.042566597,0.018196715,0.008688725861292561,0.0069818045
95,0.0020879868,0.03655351,0.002157175798985867,0.0379945328991369,0.001137024,0.027680613,0.02327051,0.013438660378708413,0.016242161
96,0.001929441,0.034435585,0.0019044650171646843,0.034341493604740515,0.0016003492,0.032057155,0.018771272,0.009323305058508924,0.00826441
97,0.0005910869,0.019022133,0.004675497832854181,0.05203594921931449,0.00043555727,0.016212672,0.023769097,0.015214929377159344,0.016081944
98,0.0023637693,0.039740797,0.0020175284253213075,0.03433614518951861,0.0019387364,0.036887497,0.024595046,0.016939656019619793,0.015044124
99,0.0046449285,0.057226777,0.0049394859714510745,0.05882043437501207,0.0061996523,0.06425429,0.020095907,0.010422034372511197,0.008668775
100,0.0010172736,0.025027262,0.0007751315842033616,0.021531062542276158,0.00071311696,0.020569049,0.018236868,0.009186787988138061,0.0069284523
101,0.0017068767,0.034457937,0.001680483307280259,0.03511256065406195,0.0006304949,0.019454544,0.019478181,0.008704333708521157,0.0076653813
102,0.005032721,0.058832407,0.014397041206382803,0.09833916747069173,0.004516718,0.05572201,0.02389849,0.016731774902701172,0.014921289
103,0.0056264717,0.06128283,0.005072676939944339,0.059030721643302614,0.0029993174,0.04408516,0.020795038,0.010735317212033486,0.00985944
104,0.0048213024,0.061521612,0.00493516244934097,0.0627715907174483,0.0034530535,0.051234037,0.021935642,0.01159152013738275,0.009741647
105,0.0055132806,0.06608632,0.004110213024792976,0.0579873529132465,0.0033821699,0.05208113,0.021744478,0.01063214773195024,0.010140633
106,0.0013177507,0.0274567,0.001258204005368683,0.02715149486827001,0.0011233559,0.023972347,0.019588646,0.009243662682427654,0.010737812
107,0.0013866406,0.027578622,0.001408661694985231,0.027934441711680438,0.00079431606,0.019968774,0.018761793,0.008517683345569326,0.007360133
108,0.002814673,0.045842923,0.0016728430773379262,0.034099057260973856,0.0036089667,0.054406635,0.019203147,0.00992107520906244,0.007823009
109,0.0026473796,0.044367805,0.004006911354036384,0.05609380718325052,0.00053436577,0.018728852,0.021173513,0.011859356551259938,0.008967865
110,0.0009731145,0.0245006,0.0006985154252369086,0.02064351239156862,0.00059118203,0.020123905,0.017562807,0.008339513636839609,0.0070674033
111,0.003009555,0.04456367,0.0031290355382022532,0.04425369764604973,0.0013669606,0.029863218,0.017876318,0.009460848397097396,0.009080424
112,0.0046025366,0.059612,0.004543771317564612,0.06002671063119319,0.0011897692,0.029909369,0.01923684,0.010573060277316396,0.009033421
113,0.0012419478,0.028894693,0.0017077427642849248,0.03438094729787877,0.0017007836,0.034915745,0.019387119,0.010805037183465921,0.009740317
114,0.0005783179,0.019428805,0.0003720668341400357,0.014945493110251427,0.00028529495,0.013571113,0.018802008,0.007927358231289603,0.007565873
115,0.0053390963,0.060598522,0.005384066373739565,0.05698135389961273,0.002976709,0.04495765,0.021339487,0.009085056186140738,0.010741182
116,0.004535184,0.047630534,0.004986830909716546,0.049272571224598063,0.0061975317,0.053501077,0.01929101,0.009165544253697526,0.008780604
117,0.005637479,0.06665723,0.004641377052009726,0.05984291317489817,0.003392302,0.052038416,0.023202587,0.011700636943259816,0.009176812
118,0.0043196855,0.057918265,0.004369347900950437,0.05945096699979587,0.0005939226,0.019745786,0.020933159,0.011982957164426676,0.009270412
119,0.004897239,0.06197352,0.003480415598733368,0.052796458547493465,0.0037758364,0.054593395,0.01856186,0.011903356480679542,0.008725941
120,0.0007561796,0.022834294,0.0007093625349104073,0.021239861577450603,0.00095888344,0.024951473,0.019489456,0.010012330206226112,0.0077381087
121,0.0053797485,0.064984635,0.0035085248280564596,0.051692827140203644,0.00519764,0.06378703,0.025362141,0.012551181426334794,0.009846753
122,0.0010045711,0.02561748,0.0012097166025714747,0.028690187327747835,0.00057946215,0.01744049,0.015767599,0.009920956931235365,0.008258507
123,0.0061710393,0.070125505,0.005873546284459189,0.0691510087022702,0.004517059,0.059654355,0.021733593,0.009787105125323355,0.009178312
124,0.001098111,0.02670331,0.0010300821175508034,0.025983613411766724,0.0013031157,0.026320849,0.019286836,0.009545215380599792,0.008677424
125,0.0019141908,0.033978682,0.0020331870314813792,0.03656514984280734,0.0010213347,0.024753075,0.018713841,0.009976804966184364,0.009312989
126,0.0019061463,0.03711742,0.0007606596248449177,0.023498587332979163,0.0018566684,0.037700523,0.024314629,0.01170311694187144,0.009848813
127,0.0012867553,0.02973777,0.0014718284548530729,0.0333124339099565,0.0005016412,0.017902054,0.021624137,0.011900651293034404,0.009163345
128,0.0033531156,0.047530517,0.017368748071609368,0.10490362090527774,0.0028382353,0.043217927,0.0236811,0.015931117531391877,0.015784563
129,0.0017132335,0.034134723,0.0018280533935893478,0.035860594842519716,0.0009149102,0.023532197,0.02027812,0.011025508972337363,0.011292211
130,0.0010397393,0.02672384,0.0007789649343423033,0.023430671394939713,0.0006243491,0.021239344,0.020173457,0.009850415643503859,0.00871053
131,0.003129143,0.041004263,0.0029980957107212207,0.039658965850790526,0.003232887,0.043223172,0.01794155,0.011785243268947131,0.008082453
132,0.0016431905,0.03302773,0.003712817291581062,0.04759368131612696,0.0015206824,0.031412207,0.024652096,0.015763347330111498,0.015865223
133,0.0015839532,0.0333018,0.0018739494690254554,0.03553532381168171,0.00084288407,0.022955313,0.02182059,0.011405942157551007,0.0107664475
134,0.0022644307,0.038459796,0.002207559173572513,0.04041289886307446,0.0018621272,0.035684645,0.023099745,0.012453606485563849,0.011700524
135,0.0030541448,0.04329417,0.0029047333841105078,0.03947324980234099,0.0033465554,0.044097625,0.01930814,0.008067111182944413,0.008052487
136,0.0038761143,0.049111165,0.00423460450007546,0.054399116612589025,0.005658699,0.057870157,0.019324506,0.01114324535639326,0.00842558
137,0.0023039856,0.035899024,0.0020589650598666206,0.03468326499154195,0.003962267,0.04330851,0.019779447,0.00998295201801802,0.008717302
138,0.00072159845,0.021984395,0.0004256451869239761,0.017346496167123616,0.0016546785,0.026769258,0.019676073,0.013525969597254264,0.010227157
139,0.0009770159,0.025641782,0.001048809547037692,0.02774174442561502,0.0012527423,0.028878963,0.021442365,0.011056920828139484,0.010833441
140,0.0026110625,0.04259018,0.0020787590759034844,0.0374366431797547,0.0026964166,0.042852752,0.019306863,0.01056764239623505,0.010527306
141,0.0020519365,0.03433959,0.0021983024725167116,0.033546106258899054,0.0010731432,0.02380503,0.018689731,0.00979072989064266,0.006879223
142,0.0017815195,0.03568454,0.0018243486217926835,0.035461974571609794,0.0011747099,0.028669048,0.017181644,0.0083442327399129,0.007218222
143,0.0042016585,0.049602613,0.003913931810783793,0.04904412775862404,0.0015247229,0.028997922,0.020955235,0.010279111576500997,0.0077073383
144,0.0020427662,0.039140455,0.0037140689009206363,0.05326553138041905,0.0009747951,0.026582265,0.020814214,0.011790427726945427,0.009928048
145,0.0004666042,0.017027106,0.002298609458795797,0.03689622706238484,0.00034158723,0.015198904,0.024555491,0.016312973957031837,0.015577506
146,0.0040912023,0.056246594,0.004688893034534404,0.059263710491056505,0.0026503461,0.04411891,0.019824723,0.010005591598725593,0.009700106
147,0.00043096143,0.016551401,0.0020051839352996648,0.036164554317150766,0.00028017562,0.013553854,0.024327487,0.01607430788090361,0.015324227
148,0.0058773565,0.062719434,0.005233742136772081,0.05834965743844458,0.003230851,0.046877697,0.022789255,0.013171652274353688,0.011403645
149,0.0006922133,0.021413837,0.00051694342073534,0.018670052243135008,0.0005149524,0.018850554,0.01931401,0.012123490365380496,0.01128154
150,0.002740344,0.042978227,0.008033956136555883,0.07020783987847073,0.0022606868,0.0384694,0.025497425,0.015817539248473567,0.015014286
151,0.003246002,0.047277823,0.0028682204474870542,0.04474530247655861,0.002479523,0.04095905,0.01951754,0.01021126204217599,0.009568789
152,0.002327322,0.036132548,0.0024949831382845436,0.03839400914151375,0.0015811687,0.031171748,0.017886885,0.008760632040665095,0.007317304
153,0.002684814,0.042765934,0.002771142242415965,0.04346276941785685,0.0027560235,0.04259388,0.019597588,0.010384424254562298,0.010168905
154,0.002863957,0.043929677,0.002811664502635504,0.044847716755506625,0.0019215243,0.035500653,0.017163122,0.008934641326966399,0.007495814
155,0.0019016212,0.036049753,0.0017694518205287843,0.03568605503525872,0.0012158729,0.027331742,0.018004814,0.00922433316074485,0.0071334867
156,0.0012841818,0.029607318,0.0012510460865851596,0.030264591232363646,0.000540229,0.017239649,0.02054898,0.008880880664974592,0.0073038894
157,0.0061244546,0.06945936,0.004573919245355025,0.059404803596958974,0.0030746527,0.04898677,0.02218066,0.011146242924737645,0.009907394
158,0.004582814,0.056656178,0.007249013413869642,0.07168331287326347,0.002835639,0.045753255,0.020824898,0.014840347599199446,0.0144637255
159,0.003108406,0.046291508,0.0028271156234598795,0.04425406933837139,0.0025363024,0.04333041,0.020247007,0.009708770002404157,0.007997807
160,0.0025689616,0.037607428,0.002206791300389169,0.03429859571295395,0.0014184188,0.028741503,0.017072326,0.007685942315226642,0.0063010897
161,0.0021579156,0.03993655,0.0027677241676803644,0.046440863642701474,0.0013142363,0.03166134,0.020567007,0.010953709194549823,0.008528967
162,0.00049644127,0.017652906,0.0003374257176198156,0.015029961264422301,0.0002580466,0.013238112,0.018838318,0.009515593409817528,0.007723036
163,0.003840721,0.0508753,0.0037208139641302994,0.049813092944166415,0.002323844,0.03969945,0.019908233,0.011352885344061587,0.010685977
164,0.0022613339,0.03929517,0.009600914071929319,0.07970168779795198,0.0010109962,0.025265113,0.023197789,0.01821663930751829,0.015663903
165,0.00473354,0.053300325,0.004470112735943246,0.05200667085464203,0.0043012286,0.05217682,0.021474712,0.01518630150046289,0.010157869
166,0.003520304,0.048732534,0.0029241146897684453,0.04360023450359482,0.0016582188,0.03326827,0.02256062,0.012036111286283112,0.011045476
167,0.0021205551,0.03997137,0.00400404945605294,0.05526814813770779,0.0010357252,0.027861092,0.02096173,0.010308431910641642,0.008487507
168,0.006768993,0.073802315,0.009480360405452056,0.08652687000074719,0.0011948802,0.028804999,0.025777182,0.012192963150979556,0.009813283
169,0.0068323733,0.07353021,0.006368905712071135,0.07158410964930838,0.007145984,0.075283006,0.020006485,0.009616912611511206,0.009228819
170,0.004543679,0.056049954,0.0044794533265508935,0.055451326861105946,0.004201847,0.05313987,0.019568559,0.010129094478635598,0.009889456
171,0.0034500076,0.045761697,0.0033585686944845004,0.04362125621521473,0.0025229887,0.036893535,0.018751604,0.009750013972925273,0.006902531
172,0.003670367,0.049282283,0.0035557724186759667,0.04805073301300338,0.002993366,0.046568982,0.024419125,0.01772617603492786,0.015127849
173,0.0006073318,0.019952342,0.0005455485026463109,0.01883918482953369,0.0019389485,0.029182041,0.02562935,0.012617358855839554,0.009905243
174,0.0004901438,0.018044591,0.0003950171477006569,0.0157789450094101,0.0009794958,0.023311026,0.020276798,0.01123405557375249,0.010305052
175,0.0010817265,0.026830168,0.0010883483420070395,0.026564082401426912,0.0014552377,0.030535642,0.020899147,0.013617499917514264,0.009765702
176,0.00064574956,0.01983516,0.003739219385916219,0.04716290823707581,0.0003727025,0.015221193,0.025440406,0.01531253243146688,0.016017944
177,0.00085222535,0.023923542,0.0011042308414507263,0.027158029423459563,0.0008040174,0.021805849,0.01995552,0.009201496500850398,0.008231002
178,0.00085037167,0.023119042,0.012283468287669625,0.088195789246078,0.00030189508,0.013594566,0.024720106,0.017150231204721974,0.01599798
179,0.0007079591,0.021327758,0.0007958066683922208,0.02130014273108669,0.0010388395,0.02211367,0.023183674,0.009610969510512346,0.00931336
180,0.0017200038,0.03543657,0.0018188101068324137,0.03618187720679097,0.0015643127,0.0344593,0.022791611,0.011525927473360882,0.009967156
181,0.0012571653,0.029057113,0.0010687401537072742,0.026543085309321885,0.0012987684,0.030155964,0.018658148,0.011599954597500524,0.0081344275
182,0.0013743863,0.02896569,0.0011578548332183847,0.02595306968305601,0.00060555805,0.01908246,0.018556688,0.00988702802056528,0.0068675405
183,0.0074637868,0.076108664,0.0073769938464884124,0.07630846568597946,0.008307019,0.08127707,0.023372317,0.011009590324929505,0.009739293
184,0.0048937323,0.05015287,0.00467072940623901,0.048296062568844195,0.004255118,0.044990256,0.019730585,0.009792531664744133,0.006875274
185,0.0039079264,0.045323603,0.003963092711598079,0.045944979367700006,0.0025954344,0.037590213,0.020376518,0.007525477815633161,0.007219247
186,0.001619122,0.032823563,0.0013903648778295402,0.031003233485251577,0.0014375653,0.03259164,0.019132273,0.009333989353259523,0.008399932
187,0.0023799906,0.041112974,0.002460613542292116,0.041756231830485935,0.0014956463,0.030898074,0.020204585,0.0094464111186614,0.00830314
188,0.000919049,0.024091262,0.0007970490576003971,0.022218224265453744,0.00039579312,0.015956016,0.016869856,0.009488479511173513,0.0068636844
189,0.0026363416,0.03834437,0.0025968231187777375,0.03889375971887744,0.0022694785,0.035543602,0.02232843,0.010761944404451156,0.008209441
190,0.0031962506,0.045816477,0.001382516160721302,0.02684408241632419,0.003147351,0.04635054,0.027149996,0.017618252932134558,0.01684117
191,0.0050700484,0.06271765,0.004523768515114745,0.06006956086033973,0.0015443906,0.034949526,0.018801786,0.009057682340476884,0.00870341
192,0.0030481291,0.04474451,0.0036044363479270816,0.04798252212569419,0.0023759422,0.04076535,0.02587527,0.015434559657556489,0.014867074
193,0.0035005945,0.048686028,0.003436929130946132,0.04783027521600966,0.0025135763,0.04324927,0.0176247,0.008382115349070678,0.0070306584
194,0.00094764936,0.024946619,0.0008408953968394901,0.024733159671457887,0.0013123282,0.03013692,0.019330662,0.010289044205497847,0.008941968
195,0.0044297096,0.053470343,0.007564227255088821,0.07064358373697366,0.002726691,0.043461278,0.023816677,0.01645471242528529,0.015181948
196,0.007783909,0.07731439,0.008483480368633816,0.07957518363555366,0.008090025,0.08020474,0.021262763,0.012174077752843173,0.010127782
197,0.003966554,0.055586938,0.0067431137533941875,0.07302495717962185,0.0037581692,0.053695723,0.020854743,0.011437948090287774,0.009036957
198,0.001371612,0.030424751,0.0023396076015575924,0.040602350927760184,0.00079403166,0.022783525,0.022418927,0.013330786589326704,0.015618917
199,0.0025898286,0.042773504,0.002699209673474886,0.045632328598091645,0.0019166876,0.034842275,0.01841854,0.007563033754869691,0.008451159
200,0.00040485396,0.015799496,0.0002177219897670168,0.011310437102229554,0.0004706921,0.017857172,0.020154595,0.011078935475975205,0.009155115
201,0.0033872284,0.05093119,0.004333500650115197,0.05816732334449824,0.00084437284,0.024099182,0.024202727,0.013193841269089679,0.009893066
202,0.0016469148,0.032547593,0.001360268958026553,0.030414666087749877,0.0012081047,0.025892042,0.018181428,0.007908775705230835,0.007818493
203,0.0022348298,0.038882423,0.00234047809613251,0.039022797392585795,0.0009402999,0.025832886,0.02318335,0.016314312021053354,0.016018694
204,0.0049358066,0.0621078,0.0046744409462252945,0.06132450419245196,0.0019805995,0.03875996,0.02018498,0.010925469444315088,0.008619851
